Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_178193	312	0	0	0	1	0	0	1	0	0	0	0	0
NM_178194	2433	0	24	78	0	0	18	0	6	1	0	0	0
NM_178195	381	0	0	1	0	0	0	0	0	0	0	0	0
NM_178196	614	0	0	0	0	5	0	0	0	0	0	2	0
NM_178197	381	0	0	0	0	0	0	0	0	0	0	0	0
NM_178198	381	0	1	0	0	0	0	0	0	0	0	0	0
NM_178199	381	0	0	0	1	0	0	1	0	0	0	0	0
NM_178200	381	0	0	0	0	0	0	0	0	0	0	0	0
NM_178201	381	0	0	0	0	0	0	0	0	0	0	0	0
NM_178202	594	0	0	0	0	0	0	3	0	0	0	0	0
NM_178203	411	0	0	0	0	0	0	0	0	0	0	0	0
NM_178204	411	0	0	0	0	0	0	0	0	0	0	0	0
NM_178205	411	0	0	1	2	0	0	0	0	0	0	0	0
NM_178206	488	5	0	0	0	0	1	1	0	0	1	0	6
NM_178207	483	1	0	0	0	0	0	0	0	0	0	0	0
NM_178208	312	3	0	0	1	2	0	0	0	1	0	0	1
NM_178210	312	0	0	0	0	0	0	0	0	0	0	0	0
NM_178211	312	0	0	0	0	0	0	0	0	0	0	0	0
NM_178212	393	0	0	0	0	0	0	0	0	0	0	0	0
NM_178212	393	0	0	0	0	0	0	0	0	0	0	0	0
NM_178213	393	0	0	0	0	0	0	0	0	0	0	0	0
NM_178214	2618	0	0	1	0	0	0	0	0	0	0	0	0
NM_178215	411	0	0	0	0	0	0	0	0	0	0	0	0
NM_178216	546	0	0	0	0	0	0	0	0	0	0	0	0
NM_178216	546	0	0	0	0	0	0	0	0	0	0	0	0
NM_178218	1990	99	1	1	1	1	28	1	1	15	2	0	0
NM_178220	7088	5	1	1	184	1	0	30	72	24	34	0	35
NM_178224	2366	95	2	4	24	22	37	24	1	41	18	16	38
NM_178227	4241	3	0	1	0	0	22	0	0	0	0	0	0
NM_178235	2672	0	0	0	0	0	0	0	0	0	0	0	0
NM_178240	1452	0	0	0	0	0	0	0	0	0	0	0	0
NM_178241	1124	0	0	0	0	0	0	0	0	0	0	0	0
NM_178242	6207	34	2	3	4	14	27	17	2	1	0	12	2
NM_178243	1654	0	0	0	0	0	0	0	0	0	0	0	0
NM_178244	1415	0	0	0	0	0	0	0	0	0	0	0	0
NM_178245	875	0	0	0	0	0	0	0	0	0	0	0	0
NM_178246	4447	563	473	469	227	266	165	65	256	111	94	74	224
NM_178247	2350	0	0	0	1	1	0	0	0	0	0	0	0
NM_178249	1540	3	1	2	13	13	11	11	12	4	4	10	14
NM_178250	1860	0	0	0	12	9	12	7	11	7	7	1	9
NM_178252	4396	24	1	103	13	0	1	1	0	9	2	0	1
NM_178253	1949	1	0	0	0	0	0	0	0	0	0	0	0
NM_178254	2205	1113	785	410	264	225	261	141	296	185	129	37	134
NM_178255	1433	0	0	0	22	0	0	0	0	0	0	17	0
NM_178256	7630	207	5	109	32	1	32	0	0	0	0	16	0
NM_178257	1746	0	0	0	0	0	0	0	0	0	0	0	0
NM_178258	2468	0	0	0	0	0	0	0	0	0	0	0	0
NM_178259	16011	0	0	0	2	0	0	0	0	0	0	0	0
NM_178260	496	0	0	0	0	0	0	0	0	0	0	0	0
NM_178263	1929	7	88	2	35	5	24	3	44	33	0	14	24
NM_178267	7604	4	118	1	0	0	3	33	1	1	2	0	173
NM_178269	1112	166	141	237	49	251	76	64	14	17	46	36	122
NM_178277	5198	366	236	168	139	121	76	118	62	55	103	32	22
NM_178278	2838	0	0	0	1	58	45	0	0	1	0	0	0
NM_178279	2840	296	20	475	1	14	53	64	115	69	31	31	2
NM_178280	6888	827	140	4	1	1	1	0	178	1	0	2	0
NM_178281	3070	143	232	10	61	1	75	51	45	22	66	26	81
NM_178283	2366	6	3	7	39	20	1	38	5	15	13	11	0
NM_178308	529	0	0	0	0	0	0	0	0	0	0	0	0
NM_178309	6931	11	36	3	81	0	1	72	2	1	40	41	93
NM_178337	1807	966	274	758	139	160	124	136	405	96	67	78	385
NM_178347	4134	3723	2550	3284	1773	1144	1385	811	1125	1108	628	656	1795
NM_178357	3980	33	227	314	186	46	28	15	3	117	32	38	98
NM_178358	1774	0	0	0	0	0	0	0	0	0	0	0	0
NM_178362	6320	304	47	7	20	14	26	30	2	41	25	0	9
NM_178363	7034	777	817	505	301	487	268	169	192	186	226	225	333
NM_178364	2869	0	1	135	14	0	0	0	0	0	7	0	0
NM_178365	1743	0	0	1	0	1	0	0	0	14	13	0	28
NM_178367	5179	773	769	594	267	212	164	138	297	220	128	119	443
NM_178371	4429	95	5	133	153	3	90	51	23	102	19	3	134
NM_178372	1216	0	0	0	0	0	0	0	0	0	0	0	0
NM_178373	1702	0	1	2	0	0	0	0	0	0	0	0	0
NM_178374	1338	371	304	488	120	84	91	85	175	32	49	117	100
NM_178375	2689	127	246	4	45	58	12	11	0	1	27	64	74
NM_178376	1609	431	106	343	178	67	117	25	134	70	79	37	174
NM_178377	1549	443	903	691	297	265	219	128	93	309	115	133	265
NM_178378	4027	206	516	391	100	189	233	308	246	108	115	42	348
NM_178379	1604	171	63	96	68	86	77	38	19	27	24	0	38
NM_178380	4190	467	462	202	199	205	155	45	138	49	74	77	149
NM_178381	3012	658	501	429	27	154	44	35	219	36	89	5	316
NM_178382	3974	29	24	29	76	0	0	14	0	1	21	1	1
NM_178384	3711	496	51	6	50	43	69	34	192	45	69	70	331
NM_178385	1843	367	382	6	64	76	40	47	55	63	25	10	70
NM_178386	2110	3	0	1	0	1	159	17	0	5	25	0	0
NM_178387	1948	0	0	0	0	0	0	0	0	0	0	0	0
NM_178388	1256	0	0	0	0	0	0	0	0	0	0	0	0
NM_178389	1537	599	285	166	141	38	16	39	61	3	32	12	16
NM_178390	2002	307	626	492	129	138	67	64	182	48	86	10	72
NM_178391	1609	7	85	229	1	1	54	71	75	5	0	1	0
NM_178392	2125	375	101	6	17	8	6	22	87	0	6	23	2
NM_178394	2382	0	0	0	2	0	26	1	0	41	15	0	1
NM_178395	2498	25	15	0	0	35	2	1	5	5	15	0	1
NM_178396	3715	1	1	0	77	0	1	34	1	0	21	0	68
NM_178397	4322	1373	740	1010	424	214	362	123	79	202	83	72	76
NM_178398	3911	526	360	513	233	372	162	104	315	216	106	111	398
NM_178399	3187	0	0	0	0	0	0	0	0	0	0	0	0
NM_178401	852	0	0	0	0	0	0	0	0	0	0	0	0
NM_178403	3309	179	384	359	161	132	71	70	204	107	74	74	135
NM_178404	4916	2	0	13	1	2	3	0	0	0	1	1	0
NM_178405	6227	0	0	0	33	0	0	0	0	0	0	0	0
NM_178406	3777	50	63	0	27	99	1	2	41	30	18	25	2
NM_178407	7362	18	7	12	3	122	748	118	78	29	0	55	1
NM_178408	1691	3	57	6	24	95	122	37	18	31	2	10	27
NM_178410	1826	11	2	4	0	28	0	1	1	55	11	1	1
NM_178411	5033	127	3	4	61	71	52	65	0	41	38	36	1
NM_178412	1668	0	0	0	0	0	0	0	1	0	0	0	0
NM_178413	1850	14	0	0	48	1	6	0	0	31	7	1	1
NM_178414	2088	0	0	0	0	0	0	0	0	0	1	0	0
NM_178415	3438	305	200	3	37	8	36	32	16	0	32	1	43
NM_178417	3412	7	50	6	190	4	68	36	154	82	71	0	33
NM_178418	2476	0	0	0	0	0	0	0	0	0	0	0	0
NM_178420	3673	1	1	0	0	1	0	0	0	0	0	0	0
NM_178421	3928	7	143	2	1	1	22	36	135	0	1	0	2
NM_178440	3303	45	115	1	0	0	98	0	4	1	0	0	0
NM_178444	1362	109	206	298	103	9	55	42	152	48	27	6	130
NM_178446	5115	340	22	2	29	41	669	26	11	7	8	142	3
NM_178576	1605	430	1143	638	178	139	149	148	266	146	119	172	115
NM_178577	785	178	236	296	146	21	32	77	38	78	29	0	30
NM_178589	3626	150	98	272	114	36	39	2	229	46	109	106	188
NM_178590	6811	189	232	627	96	21	222	39	88	3	62	82	250
NM_178591	2103	2	2	1	13	6	41	0	9	0	1	1	0
NM_178592	1945	206	116	177	100	9	104	50	85	16	12	72	82
NM_178593	2670	0	0	0	0	1	0	0	0	0	0	0	0
NM_178594	1323	0	0	0	0	0	0	0	0	0	0	0	0
NM_178595	913	24	103	1	0	2	102	0	2	10	11	20	3
NM_178596	837	0	0	0	0	0	0	0	0	0	0	0	0
NM_178597	3703	253	312	491	70	47	177	66	246	65	127	78	224
NM_178598	1382	365	415	581	240	12	453	96	163	287	206	146	135
NM_178599	3464	1882	613	888	296	340	428	211	321	289	192	277	280
NM_178600	748	558	1302	718	192	134	211	155	70	123	58	83	72
NM_178601	2249	951	1902	706	239	568	535	217	361	329	172	512	487
NM_178602	2174	4438	3835	6450	1798	1764	1023	770	1349	1376	913	1054	1459
NM_178603	2103	530	1017	1123	248	702	218	152	323	278	185	239	412
NM_178604	1795	1591	2492	3256	601	677	1224	659	996	601	445	519	786
NM_178605	1734	654	1750	1480	300	274	199	224	498	406	241	253	440
NM_178606	3023	4	99	2	40	0	5	38	51	30	6	15	69
NM_178607	5498	119	109	13	44	3	70	27	65	5	35	16	36
NM_178608	3617	5	194	4	101	14	9	7	15	44	6	43	7
NM_178609	5476	37	165	562	82	76	28	1	276	125	19	16	0
NM_178610	4990	1243	954	953	307	493	294	463	584	174	318	369	600
NM_178611	3182	0	0	0	0	0	1	0	0	26	0	0	0
NM_178612	1781	298	7	54	91	59	119	1	218	109	153	10	57
NM_178613	2786	1	50	42	31	2	2	1	67	38	32	0	45
NM_178614	1673	2119	1103	2260	419	456	353	408	589	337	159	254	502
NM_178615	2633	1	1	1	1	1	23	0	7	5	0	0	67
NM_178616	1743	166	179	270	77	95	93	67	142	55	50	61	38
NM_178617	4920	192	2	0	22	0	2	0	82	0	18	11	0
NM_178618	4786	8	6	5	29	1	109	0	0	43	1	0	1
NM_178619	3147	270	270	238	100	110	97	32	193	45	55	64	85
NM_178620	3105	15	11	160	20	4	79	34	0	12	24	21	51
NM_178621	2873	58	246	435	74	39	7	20	151	32	51	28	47
NM_178622	2420	781	564	747	239	222	266	160	313	118	49	71	249
NM_178623	5115	371	3	54	13	3	250	3	3	0	32	155	62
NM_178624	3203	520	267	356	56	143	106	37	70	32	25	53	125
NM_178625	3403	1015	108	1441	476	247	79	220	144	295	256	198	366
NM_178626	3138	1027	797	1230	630	276	364	203	209	344	350	159	576
NM_178627	3249	1472	1248	817	484	740	977	233	563	337	114	117	421
NM_178628	2600	149	63	2	8	18	43	0	1	46	0	0	0
NM_178629	2690	10	0	0	0	2	2	0	1	0	29	0	10
NM_178630	3719	0	0	0	0	0	0	1	0	0	0	0	0
NM_178631	2519	0	0	0	0	0	0	0	0	0	0	3	0
NM_178632	3252	366	508	573	142	17	23	89	206	20	16	53	92
NM_178633	3026	788	428	775	265	63	251	44	244	129	38	111	7
NM_178634	2448	0	0	0	3	0	5	0	0	39	0	0	0
NM_178635	3438	143	108	91	81	101	57	57	117	5	33	75	145
NM_178637	1542	463	143	25	81	105	100	75	61	172	46	72	105
NM_178638	2152	0	0	0	6	0	0	1	0	0	2	0	0
NM_178639	3647	58	3	0	6	0	0	10	0	1	15	0	1
NM_178640	3681	894	746	688	97	375	205	112	322	94	188	33	259
NM_178641	4740	253	350	4	212	157	40	11	8	136	87	86	222
NM_178642	4376	0	0	0	0	0	0	0	0	0	0	0	0
NM_178643	1788	304	351	254	36	82	125	12	233	51	108	144	115
NM_178644	2388	20	0	2	1	2	1	0	0	1	1	1	1
NM_178645	2240	585	674	184	365	200	216	148	211	399	202	215	257
NM_178646	4801	2	1	0	22	15	81	39	3	3	11	0	1
NM_178647	4320	1679	1131	942	344	1096	608	150	527	479	308	160	270
NM_178648	2817	394	571	961	392	136	306	59	219	191	131	104	37
NM_178649	4551	0	0	0	0	0	0	0	0	0	0	0	0
NM_178649	4551	0	0	0	0	0	0	0	0	0	0	0	0
NM_178649	4552	0	0	0	0	0	0	0	0	0	0	0	0
NM_178650	1759	258	2	45	0	0	0	0	0	0	0	0	0
NM_178651	3411	575	421	465	469	308	358	161	83	161	276	30	151
NM_178652	1483	146	8	131	25	1	29	0	83	1	0	1	52
NM_178653	1922	14	9	9	27	4	37	24	9	53	78	1	18
NM_178654	3636	97	689	655	179	53	93	8	76	63	49	56	101
NM_178655	5770	3	123	124	4	0	1	0	0	2	0	16	1
NM_178656	3014	1	0	1	39	0	15	0	0	3	0	0	0
NM_178657	1812	0	0	0	0	0	0	0	0	0	0	0	0
NM_178657	1812	0	0	0	0	0	0	0	0	0	0	0	0
NM_178658	3142	1	0	0	0	0	0	0	0	0	0	0	0
NM_178659	3903	6	72	151	61	110	319	36	48	54	32	22	6
NM_178660	2510	4	2	0	0	0	0	0	0	0	0	0	0
NM_178661	3309	20	6	1	68	1	29	7	0	1	3	2	0
NM_178662	3677	0	1	2	0	0	0	1	1	0	15	0	26
NM_178663	2302	3	1	3	0	0	0	0	0	0	0	0	0
NM_178664	2850	94	76	246	207	52	135	115	68	38	82	63	94
NM_178665	15647	7	8	14	15	51	543	63	8	51	3	4	121
NM_178666	3981	0	0	0	0	0	0	1	0	65	21	0	0
NM_178667	7384	1657	948	1866	624	528	258	143	306	323	230	382	367
NM_178668	3529	655	165	797	172	367	148	79	417	112	191	311	284
NM_178669	3315	0	0	1	0	0	0	0	0	0	0	0	0
NM_178670	3418	3	353	128	48	43	28	0	24	23	13	33	1
NM_178671	3304	1	0	0	0	0	40	0	1	0	2	0	0
NM_178672	3824	2	4	0	4	5	19	16	18	12	5	15	0
NM_178673	4765	0	0	0	0	0	0	0	0	0	0	0	1
NM_178674	1965	0	0	0	1	1	1	0	1	32	0	1	42
NM_178675	4973	0	2	55	0	0	0	0	0	0	2	0	0
NM_178676	3444	0	0	0	0	0	1	0	0	0	0	0	0
NM_178677	2730	0	1	1	1	25	37	0	0	9	1	0	0
NM_178678	3852	0	0	1	0	0	0	0	0	0	0	0	0
NM_178679	4257	329	21	17	5	16	497	189	1	7	14	2	295
NM_178680	3474	2	1	60	2	1	133	13	0	1	0	0	1
NM_178681	5544	82	0	0	36	0	20	0	0	0	0	0	0
NM_178682	4975	129	13	33	265	22	491	5	6	53	9	12	4
NM_178683	2530	818	111	171	229	49	60	24	17	121	101	2	164
NM_178684	4493	301	85	70	54	90	91	16	70	61	26	54	70
NM_178685	3927	0	0	0	0	0	0	0	0	0	0	0	0
NM_178686	4554	728	461	1208	319	176	294	133	164	97	208	267	300
NM_178687	2487	1	0	0	0	0	0	0	1	0	0	0	0
NM_178688	6621	113	76	1	0	1	37	2	1	1	1	1	0
NM_178689	2567	33	1	164	0	0	0	0	0	0	0	8	0
NM_178690	4251	515	453	453	146	46	197	51	134	47	84	9	265
NM_178691	3827	0	0	0	2	0	5	0	1	0	0	0	85
NM_178692	2853	1	1	0	40	0	0	0	1	0	0	0	1
NM_178693	1987	120	296	435	71	132	84	54	58	109	62	15	61
NM_178694	4100	33	219	252	71	54	43	105	4	71	107	26	188
NM_178695	2846	0	0	0	9	1	13	0	0	35	0	0	0
NM_178696	3578	163	91	133	32	166	67	23	3	2	76	43	71
NM_178697	3921	1	0	0	0	1	0	0	0	0	0	0	0
NM_178698	2940	182	96	78	35	2	72	48	46	24	7	0	56
NM_178699	2012	59	1	2	7	38	62	12	1	0	1	12	1
NM_178700	2749	1620	796	1657	490	762	357	233	511	523	393	492	503
NM_178701	3907	456	311	49	283	43	120	62	84	106	245	80	255
NM_178702	3677	508	272	69	161	40	9	67	49	16	28	11	148
NM_178703	4294	3	1	1	1	0	77	37	0	0	0	0	0
NM_178704	7669	5	96	4	31	6	73	81	12	35	49	26	105
NM_178705	5274	0	0	1	0	0	2	0	0	0	0	0	0
NM_178706	2397	0	0	0	0	0	0	0	0	0	0	0	0
NM_178707	4825	42	5	115	37	50	107	20	29	14	25	41	62
NM_178708	2408	146	194	653	79	81	72	35	112	115	56	22	118
NM_178709	3782	500	282	8	155	22	50	27	13	64	11	37	69
NM_178710	3552	0	2	1	1	0	0	4	17	0	0	27	44
NM_178711	3259	0	0	0	0	0	0	0	0	0	0	0	0
NM_178712	4717	0	0	0	0	0	1	0	0	0	0	0	0
NM_178713	2243	1	0	0	0	0	0	0	0	0	0	0	0
NM_178714	3726	0	0	0	0	0	0	1	0	0	0	0	0
NM_178715	3282	7	4	10	19	77	141	24	3	43	1	1	1
NM_178716	5391	261	81	34	81	3	29	37	22	63	59	129	16
NM_178717	4252	1	0	0	0	0	0	0	0	0	0	0	0
NM_178719	4399	444	5	634	112	22	101	33	131	43	21	31	96
NM_178720	2589	0	0	0	0	0	0	1	0	0	0	0	0
NM_178721	9560	2	1	0	0	1	0	0	0	0	0	0	0
NM_178722	3204	240	57	172	0	4	0	0	22	0	0	8	0
NM_178723	3202	0	0	0	0	0	0	0	0	0	0	0	0
NM_178724	2301	145	153	219	12	25	93	46	146	62	55	7	15
NM_178725	3475	0	0	0	0	0	0	0	0	0	0	0	0
NM_178726	3954	1	0	3	109	19	2	5	0	4	1	0	44
NM_178727	2896	3	0	0	0	0	0	0	0	0	0	0	0
NM_178728	3673	460	103	338	81	62	42	44	1	23	33	28	157
NM_178729	2421	402	53	164	65	227	465	54	176	57	150	283	52
NM_178730	4277	0	0	0	0	0	0	0	0	0	0	0	0
NM_178731	3383	1	2	0	0	0	0	0	0	0	0	0	0
NM_178732	4289	1	50	100	1	0	9	0	0	0	4	0	0
NM_178733	3427	0	2	216	1	0	11	30	1	0	0	0	1
NM_178734	3805	189	185	2	7	3	119	139	301	144	30	43	70
NM_178735	3491	0	0	0	0	0	0	0	0	0	0	0	0
NM_178736	4648	183	11	143	99	43	61	42	123	31	20	1	183
NM_178737	4293	1	1	2	37	0	1	36	102	0	1	0	0
NM_178738	2523	9	6	7	1	2	0	0	2	0	0	1	1
NM_178739	3461	9	6	8	54	4	7	31	8	80	0	4	4
NM_178740	3935	2	0	3	0	0	0	0	0	0	0	0	0
NM_178741	3163	672	425	190	53	57	183	79	2	80	74	2	3
NM_178743	2692	7	7	2	0	2	3	33	0	1	14	0	1
NM_178744	3690	271	200	147	16	9	10	82	190	12	41	63	152
NM_178745	3860	1	0	0	35	20	0	3	0	2	13	0	0
NM_178746	3049	100	239	56	86	0	51	38	0	13	108	37	39
NM_178747	2265	5	1	19	13	19	21	21	19	33	7	13	6
NM_178748	4778	0	0	0	0	1	0	0	0	0	0	0	0
NM_178749	3765	0	0	1	1	0	0	0	0	0	0	0	2
NM_178750	4343	122	1	1	55	1	2	1	47	5	22	2	16
NM_178751	3848	0	1	0	37	0	0	0	0	1	0	1	1
NM_178752	3520	105	9	16	1	3	52	1	274	1	4	19	43
NM_178753	4176	1	2	4	0	0	0	0	0	49	5	0	119
NM_178754	4035	5	4	3	72	0	0	0	0	0	2	0	0
NM_178755	3462	0	0	0	0	0	0	0	0	0	0	0	1
NM_178756	3762	0	0	0	0	0	0	0	0	1	0	0	0
NM_178757	2699	368	454	330	110	112	94	6	115	130	72	106	105
NM_178758	2491	0	0	0	0	0	0	0	0	0	0	0	0
NM_178759	2175	13	0	0	0	0	0	0	0	0	0	0	0
NM_178760	3926	9	181	218	117	83	258	87	16	57	58	1	90
NM_178761	3094	14	1	4	26	0	20	3	0	28	8	0	0
NM_178762	3505	178	46	207	115	3	53	22	112	42	59	59	13
NM_178763	3242	5	0	2	0	0	100	1	0	1	15	0	1
NM_178764	6583	39	317	223	58	76	463	79	12	90	50	61	151
NM_178765	3126	0	0	0	0	0	53	0	0	0	0	0	0
NM_178766	2780	168	185	69	45	67	145	50	156	14	80	59	121
NM_178767	2155	0	0	0	0	0	0	0	0	0	0	0	0
NM_178768	3335	0	0	0	0	0	1	0	0	0	0	0	0
NM_178771	3069	7	166	90	2	4	925	10	18	48	1	10	20
NM_178772	4394	398	1	3	135	65	79	68	1	11	16	0	138
NM_178773	4117	0	0	0	0	0	0	0	0	0	0	0	0
NM_178774	3251	0	0	0	0	0	0	0	0	0	0	0	0
NM_178775	5328	6	160	37	3	17	8	4	2	9	31	12	70
NM_178776	1138	0	0	0	0	0	0	0	0	0	0	0	0
NM_178777	3353	0	0	0	0	0	0	0	0	0	0	0	0
NM_178778	10704	558	9	8	33	148	3	34	20	67	43	70	228
NM_178779	8527	91	2	2	0	0	1	0	0	38	0	0	0
NM_178780	1920	0	0	0	0	3	0	0	0	0	0	0	0
NM_178782	6125	0	0	1	0	3	1	1	0	1	1	14	0
NM_178785	3677	0	0	0	0	0	0	0	0	0	0	0	0
NM_178786	3997	0	0	0	0	0	0	0	0	0	0	0	0
NM_178787	2840	78	46	1	0	1	118	12	1	31	11	1	0
NM_178788	2097	486	671	58	120	184	129	185	297	142	134	54	318
NM_178789	2781	0	0	0	0	0	1	0	0	0	7	0	0
NM_178790	3522	0	0	0	0	0	0	0	0	0	0	0	0
NM_178791	2743	0	0	0	0	0	0	0	0	0	0	1	0
NM_178793	5742	1	0	0	0	1	0	0	0	0	0	0	0
NM_178794	3867	1190	1032	1505	71	305	108	199	468	118	111	88	478
NM_178795	5531	4	5	0	1	0	6	14	0	5	25	0	0
NM_178796	1900	0	0	0	0	0	0	0	0	0	0	0	0
NM_178797	3397	731	228	568	151	289	86	61	257	98	54	130	51
NM_178798	3730	46	474	334	428	221	18	92	109	102	126	155	128
NM_178801	2535	0	0	0	0	0	0	11	0	30	5	1	11
NM_178802	3050	1	0	0	0	0	0	0	0	0	0	0	0
NM_178803	5932	394	514	235	138	133	929	76	321	193	57	351	143
NM_178804	7988	3	0	2	19	0	0	3	1	81	18	7	1
NM_178811	3378	224	318	459	22	21	160	92	32	138	81	28	7
NM_178825	1180	0	0	0	0	0	0	0	0	0	0	0	0
NM_178845	2076	737	408	223	93	140	180	183	180	151	98	101	104
NM_178848	1362	3	132	2	4	9	22	0	2	26	33	73	1
NM_178851	4342	12	344	372	34	2	69	0	163	8	50	1	2
NM_178854	3169	13	1	60	44	3	39	25	2	1	26	3	85
NM_178855	3681	0	0	0	0	0	0	0	0	0	0	0	0
NM_178856	1038	465	1000	609	381	463	272	207	650	289	168	194	121
NM_178869	2074	219	80	283	1	25	56	26	79	31	2	3	2
NM_178870	3933	0	1	0	0	0	0	0	0	0	0	0	0
NM_178872	3919	3	32	206	26	2	1	1	0	10	43	201	338
NM_178873	3539	111	1	3	1	31	79	8	1	6	43	0	0
NM_178874	3410	1	38	1	41	0	0	0	0	2	0	7	45
NM_178875	2471	8	2	40	3	13	10	23	8	15	1	3	1
NM_178876	4371	988	1232	800	170	271	563	133	374	196	129	246	175
NM_178877	2243	95	0	234	0	0	0	0	5	0	0	0	0
NM_178878	3835	497	185	383	94	143	118	92	170	152	101	47	145
NM_178879	2326	305	126	34	17	122	269	4	51	25	41	2	82
NM_178880	8451	3479	2718	3871	840	931	1140	520	726	838	657	447	1220
NM_178882	3058	1	0	0	0	1	3	1	0	0	0	0	0
NM_178883	2509	59	197	799	9	3	74	0	1	27	31	35	213
NM_178884	5770	3	71	2	35	11	29	11	0	48	23	153	6
NM_178885	1699	0	0	0	0	0	0	0	0	0	0	0	0
NM_178886	3827	821	458	393	293	210	45	248	237	105	98	260	697
NM_178887	4751	0	0	0	0	0	0	0	0	0	0	0	0
NM_178888	3387	117	0	12	46	1	136	63	67	14	44	0	9
NM_178889	3635	4	14	168	12	9	5	0	20	1	2	1	1
NM_178890	4558	4	1	3	1	0	0	0	0	1	0	9	7
NM_178891	2453	438	305	1120	124	272	145	111	188	20	45	230	80
NM_178892	4154	1537	927	1368	504	7	152	147	566	232	376	69	804
NM_178893	3490	1	1	0	0	0	1	0	0	0	3	0	0
NM_178894	1212	0	0	0	0	0	0	0	0	0	0	0	0
NM_178896	4063	547	76	458	168	110	108	41	70	148	21	48	71
NM_178897	4698	8	121	45	1	27	7	0	28	1	8	24	0
NM_178898	2758	0	1	2	40	0	32	1	78	1	4	45	1
NM_178899	2236	0	0	0	0	0	0	0	0	0	0	0	0
NM_178900	3625	115	79	2	15	0	30	1	41	7	0	0	1
NM_178901	1918	9	136	667	51	1	94	4	2	48	11	0	110
NM_178906	5617	25	1	2	1	0	0	0	0	1	0	1	3
NM_178907	2816	78	861	9	20	93	281	56	53	99	9	28	60
NM_178908	1786	0	0	0	0	0	0	0	0	0	0	0	0
NM_178909	3431	840	392	346	163	42	170	79	192	201	119	65	288
NM_178910	1479	14	39	2	26	27	22	1	5	28	13	0	4
NM_178911	1978	0	0	0	3	0	0	8	0	0	0	0	0
NM_178912	7775	924	151	241	97	89	44	163	307	83	106	131	126
NM_178914	2024	13	90	39	7	27	105	5	100	26	49	2	48
NM_178915	2373	0	0	0	0	0	0	0	26	5	1	1	0
NM_178916	2807	152	43	255	75	47	86	2	172	51	87	11	35
NM_178918	4071	743	834	818	293	265	276	75	372	110	214	58	438
NM_178919	2727	220	203	50	66	56	140	28	101	73	40	1	47
NM_178920	2648	0	0	0	50	37	0	0	1	1	2	0	74
NM_178922	6339	624	196	334	158	74	76	58	246	57	38	219	187
NM_178923	4181	863	506	594	196	193	84	98	419	121	204	135	145
NM_178924	1769	0	0	0	0	0	0	0	0	1	0	0	0
NM_178925	1344	0	90	126	0	0	3	0	0	0	8	0	0
NM_178926	2099	169	1	0	48	0	82	34	0	25	14	0	38
NM_178928	3403	12	10	7	0	0	162	1	1	24	0	2	1
NM_178929	1380	0	0	0	0	0	0	0	0	0	0	0	0
NM_178930	6401	485	521	668	118	115	144	117	135	72	100	43	120
NM_178931	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_178932	2535	33	0	95	22	0	1	10	92	23	21	0	4
NM_178933	488	0	0	0	0	0	0	0	0	0	0	0	0
NM_178934	3762	0	0	0	0	0	1	0	0	0	1	0	0
NM_178935	3807	45	196	186	16	33	95	42	98	40	45	64	133
NM_178936	6222	5	3	2	44	0	0	0	0	0	0	0	0
NM_178939	1229	258	232	610	28	117	295	80	79	2	34	68	59
NM_179203	2418	763	695	1033	381	204	237	156	271	166	169	87	332
NM_180588	1295	364	233	151	107	24	246	83	70	162	56	21	128
NM_180599	4828	236	352	23	160	41	295	146	363	320	80	88	58
NM_180600	2931	137	229	15	34	36	114	110	78	21	86	16	8
NM_180662	4048	342	35	4	13	32	27	8	29	23	21	0	60
NM_180678	2390	3181	3615	936	982	958	535	582	952	819	521	477	1022
NM_180956	2683	306	272	632	23	242	54	42	9	151	67	67	37
NM_180958	2950	13	0	1	0	0	24	0	0	0	0	0	0
NM_180960	1129	110	5	268	440	209	1	50	88	52	123	1	34
NM_180962	1166	97	1	1	1	28	1	0	34	20	12	0	15
NM_180974	5084	244	64	274	6	69	35	45	19	109	13	129	9
NM_181039	8188	1405	935	875	238	201	212	177	140	221	319	55	559
NM_181040	2136	8	0	2	7	1	0	0	14	0	3	0	0
NM_181043	1338	0	0	0	0	0	0	5	3	0	4	0	1
NM_181045	2269	0	0	0	0	0	0	0	0	0	0	0	0
NM_181048	3791	172	99	3	1	78	2	27	1	115	40	1	0
NM_181061	1306	485	33	15	80	4	50	51	1	156	36	0	90
NM_181066	3276	167	135	240	79	64	92	46	4	63	21	84	84
NM_181070	2257	3655	1148	1055	525	642	881	427	805	471	259	449	492
NM_181071	11859	159	6	5	1	0	56	27	2	0	1	0	1
NM_181072	4944	1	39	137	93	101	273	0	2	48	1	5	77
NM_181074	3295	6	0	0	0	0	0	6	0	0	0	0	0
NM_181075	945	147	59	96	13	11	29	9	25	29	16	36	6
NM_181266	4096	182	5	11	6	147	101	99	79	3	113	2	59
NM_181273	3931	0	0	0	0	0	0	0	0	0	0	0	0
NM_181274	3247	169	178	12	16	71	153	57	177	35	46	55	23
NM_181275	960	0	0	0	0	0	0	0	0	1	0	0	0
NM_181276	984	0	0	0	0	0	0	0	0	0	0	0	0
NM_181277	6447	0	0	0	0	0	1	0	0	0	0	0	0
